"Notes"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Oct., 2018"	"2018/10"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	643	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	29720	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	8834	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	349	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	20537	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	5174	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	15363	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other heart diseases (I26-I51)"	"GR113-064"	18426	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Acute and subacute endocarditis (I33)"	"GR113-065"	138	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	85	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Heart failure (I50)"	"GR113-067"	6831	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	11372	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2979	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12355	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Atherosclerosis (I70)"	"GR113-071"	375	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1739	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	868	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	871	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	398	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	3447	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Influenza (J09-J11)"	"GR113-077"	48	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Pneumonia (J12-J18)"	"GR113-078"	3399	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	23	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	18	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	5	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12073	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	36	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Emphysema (J43)"	"GR113-084"	546	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Asthma (J45-J46)"	"GR113-085"	281	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	11210	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	55	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1511	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3510	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Peptic ulcer (K25-K28)"	"GR113-090"	260	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Diseases of appendix (K35-K38)"	"GR113-091"	29	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Hernia (K40-K46)"	"GR113-092"	203	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3629	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Alcoholic liver disease (K70)"	"GR113-094"	2016	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1613	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	326	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4047	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	57	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	29	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Renal failure (N17-N19)"	"GR113-100"	3958	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other disorders of kidney (N25,N27)"	"GR113-101"	3	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	71	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Hyperplasia of prostate (N40)"	"GR113-103"	59	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	15	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	70	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	3	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	67	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	923	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	797	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2775	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"All other diseases (Residual) "	"GR113-111"	28605	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	14114	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	3861	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	3657	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	90	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	114	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	10253	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Falls (W00-W19)"	"GR113-118"	3195	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	39	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	241	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	179	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	5126	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1473	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	4127	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	2074	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	2053	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	1512	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	1141	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	371	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	42	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	438	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	22	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	416	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	2	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	428	Not Applicable	Not Applicable
	"Oct., 2018"	"2018/10"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	335	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Salmonella infections (A01-A02)"	"GR113-001"	2	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	1	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	551	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Tuberculosis (A16-A19)"	"GR113-004"	46	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Respiratory tuberculosis (A16)"	"GR113-005"	32	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other tuberculosis (A17-A19)"	"GR113-006"	14	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Whooping cough (A37)"	"GR113-007"	1	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Meningococcal infection (A39)"	"GR113-009"	5	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Septicemia (A40-A41)"	"GR113-010"	3197	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Syphilis (A50-A53)"	"GR113-011"	3	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	1	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Viral hepatitis (B15-B19)"	"GR113-015"	395	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	438	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	667	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	49827	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	857	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1269	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	916	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4411	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2328	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3762	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	368	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	11636	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant melanoma of skin (C43)"	"GR113-028"	650	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3531	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	309	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	966	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1166	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2670	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1166	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1350	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1486	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	4721	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Hodgkin disease (C81)"	"GR113-038"	81	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1701	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Leukemia (C91-C95)"	"GR113-040"	1890	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1037	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	12	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	6265	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1311	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Anemias (D50-D64)"	"GR113-045"	447	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	7152	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	837	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Malnutrition (E40-E46)"	"GR113-048"	818	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	19	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Meningitis (G00,G03)"	"GR113-050"	56	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Parkinson disease (G20-G21)"	"GR113-051"	2859	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Alzheimer disease (G30)"	"GR113-052"	10391	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	71837	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	54389	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	301	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Hypertensive heart disease (I11)"	"GR113-056"	4388	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	719	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	30542	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	9231	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	353	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	20958	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	5394	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	15564	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other heart diseases (I26-I51)"	"GR113-064"	18439	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Acute and subacute endocarditis (I33)"	"GR113-065"	134	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	78	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Heart failure (I50)"	"GR113-067"	6776	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	11451	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2921	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12427	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Atherosclerosis (I70)"	"GR113-071"	404	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1696	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	881	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	815	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	392	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	3614	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Influenza (J09-J11)"	"GR113-077"	92	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Pneumonia (J12-J18)"	"GR113-078"	3522	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	20	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	15	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	5	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12258	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	30	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Emphysema (J43)"	"GR113-084"	580	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Asthma (J45-J46)"	"GR113-085"	312	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	11336	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	38	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1512	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3426	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Peptic ulcer (K25-K28)"	"GR113-090"	288	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Diseases of appendix (K35-K38)"	"GR113-091"	20	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Hernia (K40-K46)"	"GR113-092"	181	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3556	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Alcoholic liver disease (K70)"	"GR113-094"	1972	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1584	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	326	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4295	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	73	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	23	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Renal failure (N17-N19)"	"GR113-100"	4195	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other disorders of kidney (N25,N27)"	"GR113-101"	4	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	82	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Hyperplasia of prostate (N40)"	"GR113-103"	46	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	9	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	76	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	2	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	74	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	809	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	813	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2885	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"All other diseases (Residual) "	"GR113-111"	29234	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	13473	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	3452	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	3250	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	74	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	128	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	10021	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Falls (W00-W19)"	"GR113-118"	3202	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	47	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	154	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	318	Not Applicable	Not Applicable
