"Institution Name","City","State","movingAverage_cases","UGDS"
"","San Jose, CA","Public Welfare",5.70657984502439,7856.72
"","Santa Ana, CA","Public Welfare",4.8228980673976,6099.03
"","Stockton, CA","Public Welfare",7.07055568559367,5938.43
"","Aurora, CO","Public Welfare",1.82307470566816,5272.96
"","Colorado Springs, CO","Public Welfare",2.00824865068969,5137.81
"","Denver, CO","Public Welfare",2.00842538831104,9701.63
"","Bridgeport, CT","Public Welfare",0.209519304223308,6257.18
"","Hartford, CT","Public Welfare",1.27712365120889,8455.72
"","New Haven, CT","Public Welfare",0,7995.81
"","Washington, DC","Public Welfare",26.9333584293058,21251.75
"","Dover, DE","Public Welfare",0.0439704237341794,5685.64
"","Wilmington, DE","Public Welfare",0,7757.42
"","Ft. Lauderdale, FL","Public Welfare",0.891326880777681,7824.29
"","Hialeah, FL","Public Welfare",2.98601970404052,6017.04
"","Jacksonville, FL","Public Welfare",0.224121944439169,5791.49
"","Miami, FL","Public Welfare",2.74842998539624,6772.23
"","Orlando, FL","Public Welfare",0.135850913658909,7721.7
"","St. Petersburg, FL","Public Welfare",1.22031869700533,5246.99
"","Tallahassee, FL","Public Welfare",0.167293554995972,6306.28
"","Tampa, FL","Public Welfare",0.438192013206956,7026.6
"","Atlanta, GA","Public Welfare",0.572430320272934,8470.9
"","Columbus, GA","Public Welfare",4.65217604151368,4085.4
"","Cedar Rapids, IA","Public Welfare",0.982651820124893,4776.87
"","Des Moines, IA","Public Welfare",1.4887492759435,5610.75
"","Boise, ID","Public Welfare",0.572452492101664,3181.05
"","Nampa, ID","Public Welfare",0.608998260004971,2413.8
"","Aurora, IL","Public Welfare",1.63630801979493,4772.94
"","Chicago, IL","Public Welfare",1.24235440120557,9024.8
"","Ft. Wayne, IN","Public Welfare",0,2847.79
"","Gary, IN","Public Welfare",0.00170843797515931,4097.31
"","Indianapolis, IN","Public Welfare",0.00144910734987248,5520.64
"","Kansas City, KS","Public Welfare",0,7614.7
"","Topeka, KS","Public Welfare",0.0995224594592334,4782.84
"","Wichita, KS","Public Welfare",0.108390186181522,4326.96
"","Lexington, KY","Public Welfare",0.947153989707005,3627.71
"","Louisville, KY","Public Welfare",0.581256255645338,4096.3
"","Baton Rouge, LA","Public Welfare",0.288776914167069,4411.71
"","New Orleans, LA","Public Welfare",0,5393.4
"","Shreveport, LA","Public Welfare",0,5438.02
"","Boston, MA","Public Welfare",0.0695561262236594,7001.54
"","Springfield, MA","Public Welfare",0.222355012651539,5639.63
"","Worcester, MA","Public Welfare",0.241399886102791,5144.99
"","Baltimore, MD","Public Welfare",0,7341.62
"","Frederick, MD","Public Welfare",0,7286.6
"","Lewiston, ME","Public Welfare",0.654848727753759,4565.94
"","Portland, ME","Public Welfare",9.4721767240261,5781.67
"","Detroit, MI","Public Welfare",4.07327947146842,6926.36
"","Flint, MI","Public Welfare",0.975270982066374,8697.07
"","Grand Rapids, MI","Public Welfare",0.856549352469363,5030.65
"","Warren, MI","Public Welfare",1.0725677830941,4514.4
"","Minneapolis, MN","Public Welfare",2.38861593824582,8581.12
"","St. Paul, MN","Public Welfare",5.3448518050288,7119
"","Kansas City, MO","Public Welfare",0.3756701049774,6564.27
"","St. Louis, MO","Public Welfare",0,6280.6
"","Gulfport, MS","Public Welfare",0.092706013363029,10776
"","Jackson, MS","Public Welfare",0.425486417058935,3647.59
"","Billings, MT","Public Welfare",0.30410960316274,3880.18
"","Missoula, MT","Public Welfare",0.65647094632415,3876.79
"","Charlotte, NC","Public Welfare",1.92884335543045,8163.96
"","Durham, NC","Public Welfare",5.20231661827463,3871.16
"","Greensboro, NC","Public Welfare",4.02290871225269,4321.5
"","Raleigh, NC","Public Welfare",2.65787475945836,4531.44
"","Bismarck, ND","Public Welfare",1.44777784994361,5080.89
"","Fargo, ND","Public Welfare",1.20696182354348,6022.56
"","Lincoln, NE","Public Welfare",1.30138695760687,4207.05
"","Omaha, NE","Public Welfare",0.326502950718956,6315.41
"","Manchester, NH","Public Welfare",2.11481367123483,4210.3
"","Nashua, NH","Public Welfare",2.46233896800483,3739.94
"","Albuquerque, NM","Public Welfare",1.85713523890785,3750.4
"","Las Cruces, NM","Public Welfare",2.09003570305214,3624.34
"","Las Vegas, NV","Public Welfare",2.17055496035223,5534.99
"","Reno, NV","Public Welfare",4.08300952552297,5113.63
"","Buffalo, NY","Public Welfare",4.76109938678383,8041.21
"","New York, NY","Public Welfare",6.21957302506001,15617.31
"","Rochester, NY","Public Welfare",4.03008778101544,9338.01
"","Syracuse, NY","Public Welfare",5.23254866619957,7978.33
"","Yonkers, NY","Public Welfare",2.35525081365316,10360.68
"","Akron, OH","Public Welfare",3.55829924226449,5690.64
"","Cincinnati, OH","Public Welfare",3.97015756600674,7433.71
"","Cleveland, OH","Public Welfare",2.40877731434118,9149.04
"","Columbus, OH","Public Welfare",8.10010646740546,6640.53
"","Dayton, OH","Public Welfare",5.24704019393841,5923.53
"","Toledo, OH","Public Welfare",3.95473081908134,5693.94
"","Oklahoma, OK","Public Welfare",0,3703.08
"","Tulsa, OK","Public Welfare",1.12395685012433,4291.09
"","Eugene, OR","Public Welfare",0.711318293802232,5796.28
"","Portland, OR","Public Welfare",3.26055158107497,6768.18
"","Salem, OR","Public Welfare",0.115238473317076,4408.25
"","Philadelphia, PA","Public Welfare",1.52532397401735,8342.49
"","Pittsburgh, PA","Public Welfare",7.06541921726943,8347.7
"","Providence, RI","Public Welfare",0,5871.57
"","Warwick, RI","Public Welfare",0.191642975477062,4889.3
"","Charleston, SC","Public Welfare",0.213216204431537,4999.62
"","Columbia, SC","Public Welfare",0.0915366398495104,5953.9
"","Rapid City, SD","Public Welfare",0.490349595193356,3448.56
"","Sioux Falls, SD","Public Welfare",0.500163638174652,4216.62
"","Chattanooga, TN","Public Welfare",0.345251946459445,11319.27
"","Knoxville, TN","Public Welfare",0,8398.52
"","Memphis, TN","Public Welfare",0.51711329265057,7538
"","Nashville, TN","Public Welfare",0.981162894708332,7199.62
"","Arlington, TX","Public Welfare",0.0516435561752782,4647.24
"","Austin, TX","Public Welfare",0.410863427793564,7647.31
"","Corpus Christi, TX","Public Welfare",0.0947978133861194,4789.14
"","Dallas, TX","Public Welfare",0.385306460369978,6667.42
"","El Paso, TX","Public Welfare",0.139393501607711,5122.19
"","Ft. Worth, TX","Public Welfare",0.0465452241896109,5177.76
"","Garland, TX","Public Welfare",0.346359249430145,6409.53
"","Houston, TX","Public Welfare",0.0925644942265864,5898.59
"","Lubbock, TX","Public Welfare",0.0241908515891255,7027.45
"","San Antonio, TX","Public Welfare",1.2390550842178,7062.64
"","Provo, UT","Public Welfare",0.0611450456807935,4775.53
"","Salt Lake City, UT","Public Welfare",1.77475946991778,7204.92
"","Chesapeake, VA","Public Welfare",1.82397393470028,4689.76
"","Norfolk, VA","Public Welfare",2.91478235736715,6366.17
"","Richmond, VA","Public Welfare",4.58202269992897,6898.7
"","Virginia Beach, VA","Public Welfare",2.73939951316439,4740.82
"","Burlington, VT","Public Welfare",0,7522.58
"","Rutland, VT","Public Welfare",0,5704.23
"","Seattle, WA","Public Welfare",1.62993995896567,9533.48
"","Spokane, WA","Public Welfare",0.819233604436165,5738.29
"","Tacoma, WA","Public Welfare",0.210737797329221,9765.69
"","Madison, WI","Public Welfare",9.18517476208312,4832.57
"","Milwaukee, WI","Public Welfare",1.16527217395947,6555.55
"","Charleston, WV","Public Welfare",0.271543363812691,5954.85
"","Huntington, WV","Public Welfare",0.349449154530614,4049.23
"","Casper, WY","Public Welfare",0.455618660786432,6026.97
"","Cheyenne, WY","Public Welfare",0.383516810131637,8714.09
"","Anchorage, AK","Hospitals",0,6103.91
"","Fairbanks, AK","Hospitals",0,5001.33
"","Birmingham, AL","Hospitals",0,6683.53
"","Mobile, AL","Hospitals",0.00021350869514161,4683.65
"","Montgomery, AL","Hospitals",31.6188534087223,5394.25
"","Ft. Smith, AR","Hospitals",0,4688.18
"","Little Rock, AR","Hospitals",0,5014.61
"","Mesa, AZ","Hospitals",3.37553801844896,4381.82
"","Phoenix, AZ","Hospitals",3.12459730487375,4733.73
"","Tucson, AZ","Hospitals",0,4037.95
"","Anaheim, CA","Hospitals",0,7400.21
"","Bakersfield, CA","Hospitals",1.07000224863577,6314.94
"","Fremont, CA","Hospitals",11.1283776910433,7471.08
"","Fresno, CA","Hospitals",0.307580991054565,7269.63
"","Huntington Beach, CA","Hospitals",0,5269.51
"","Long Beach, CA","Hospitals",3.62294368673849,9445.91
"","Los Angeles, CA","Hospitals",3.41153553990227,10031.26
"","Modesto, CA","Hospitals",2.40293424727921,7317.72
"","Oakland, CA","Hospitals",7.18796199434584,11566.7
"","Riverside, CA","Hospitals",3.00849480277835,8212.08
"","Sacramento, CA","Hospitals",0,7862.71
"","San Diego, CA","Hospitals",0.00758244081686218,6857.95
"","San Francisco, CA","Hospitals",7.58172434855818,17828.53
"","San Jose, CA","Hospitals",11.8893125884593,7856.72
"","Santa Ana, CA","Hospitals",0,6099.03
"","Stockton, CA","Hospitals",6.84473842412894,5938.43
"","Aurora, CO","Hospitals",0,5272.96
"","Colorado Springs, CO","Hospitals",0,5137.81
"","Denver, CO","Hospitals",15.1086982290605,9701.63
"","Bridgeport, CT","Hospitals",0,6257.18
"","Hartford, CT","Hospitals",0,8455.72
"","New Haven, CT","Hospitals",0,7995.81
"","Washington, DC","Hospitals",1.80921571164728,21251.75
"","Dover, DE","Hospitals",0,5685.64
"","Wilmington, DE","Hospitals",0,7757.42
"","Ft. Lauderdale, FL","Hospitals",21.1827526842691,7824.29
"","Hialeah, FL","Hospitals",11.3235079042187,6017.04
"","Jacksonville, FL","Hospitals",0,5791.49
"","Miami, FL","Hospitals",10.0607923830112,6772.23
"","Orlando, FL","Hospitals",0,7721.7
"","St. Petersburg, FL","Hospitals",0,5246.99
"","Tallahassee, FL","Hospitals",0,6306.28
"","Tampa, FL","Hospitals",0,7026.6
"","Atlanta, GA","Hospitals",0,8470.9
"","Columbus, GA","Hospitals",0.901747686885005,4085.4
"","Cedar Rapids, IA","Hospitals",0,4776.87
"","Des Moines, IA","Hospitals",6.55812502784833,5610.75
"","Boise, ID","Hospitals",0,3181.05
"","Nampa, ID","Hospitals",0,2413.8
"","Aurora, IL","Hospitals",0,4772.94
"","Chicago, IL","Hospitals",3.25203882634518,9024.8
"","Ft. Wayne, IN","Hospitals",0,2847.79
"","Gary, IN","Hospitals",0,4097.31
"","Indianapolis, IN","Hospitals",23.3500101437514,5520.64
"","Kansas City, KS","Hospitals",1.18441960943964,7614.7
"","Topeka, KS","Hospitals",0,4782.84
"","Wichita, KS","Hospitals",0,4326.96
"","Lexington, KY","Hospitals",0,3627.71
"","Louisville, KY","Hospitals",0,4096.3
"","Baton Rouge, LA","Hospitals",4.88540724571651,4411.71
"","New Orleans, LA","Hospitals",2.15967664182149,5393.4
"","Shreveport, LA","Hospitals",1.924597555728,5438.02
"","Boston, MA","Hospitals",5.59276959069005,7001.54
"","Springfield, MA","Hospitals",0,5639.63
"","Worcester, MA","Hospitals",0,5144.99
"","Baltimore, MD","Hospitals",0,7341.62
"","Frederick, MD","Hospitals",0,7286.6
"","Lewiston, ME","Hospitals",0,4565.94
"","Portland, ME","Hospitals",0,5781.67
"","Detroit, MI","Hospitals",0.166898630738223,6926.36
"","Flint, MI","Hospitals",50.9626805349388,8697.07
"","Grand Rapids, MI","Hospitals",0,5030.65
"","Warren, MI","Hospitals",0,4514.4
"","Minneapolis, MN","Hospitals",9.58266519988067,8581.12
"","St. Paul, MN","Hospitals",0.000983284169124877,7119
"","Kansas City, MO","Hospitals",1.37776173131209,6564.27
"","St. Louis, MO","Hospitals",0,6280.6
"","Gulfport, MS","Hospitals",62.3054936896808,10776
"","Jackson, MS","Hospitals",0,3647.59
"","Billings, MT","Hospitals",0,3880.18
"","Missoula, MT","Hospitals",0,3876.79
"","Charlotte, NC","Hospitals",33.2408537033498,8163.96
"","Durham, NC","Hospitals",0,3871.16
"","Greensboro, NC","Hospitals",0,4321.5
"","Raleigh, NC","Hospitals",0,4531.44
"","Bismarck, ND","Hospitals",0,5080.89
"","Fargo, ND","Hospitals",0,6022.56
"","Lincoln, NE","Hospitals",0,4207.05
"","Omaha, NE","Hospitals",1.42603568097717,6315.41
"","Manchester, NH","Hospitals",0,4210.3
"","Nashua, NH","Hospitals",0,3739.94
"","Albuquerque, NM","Hospitals",0,3750.4
"","Las Cruces, NM","Hospitals",0,3624.34
"","Las Vegas, NV","Hospitals",5.66306352857006,5534.99
"","Reno, NV","Hospitals",0,5113.63
"","Buffalo, NY","Hospitals",7.86983550982999,8041.21
"","New York, NY","Hospitals",6.7057643089623,15617.31
"","Rochester, NY","Hospitals",1.0654304289672,9338.01
"","Syracuse, NY","Hospitals",0,7978.33
"","Yonkers, NY","Hospitals",14.0433832528367,10360.68
"","Akron, OH","Hospitals",0,5690.64
"","Cincinnati, OH","Hospitals",0,7433.71
"","Cleveland, OH","Hospitals",9.70068990844941,9149.04
"","Columbus, OH","Hospitals",0,6640.53
"","Dayton, OH","Hospitals",0,5923.53
"","Toledo, OH","Hospitals",0,5693.94
"","Oklahoma, OK","Hospitals",0,3703.08
"","Tulsa, OK","Hospitals",0,4291.09
"","Eugene, OR","Hospitals",0,5796.28
"","Portland, OR","Hospitals",0,6768.18
"","Salem, OR","Hospitals",0.156071003232575,4408.25
"","Philadelphia, PA","Hospitals",0,8342.49
"","Pittsburgh, PA","Hospitals",0.00730740203888496,8347.7
"","Providence, RI","Hospitals",0,5871.57
"","Warwick, RI","Hospitals",0,4889.3
"","Charleston, SC","Hospitals",0.506238474124033,4999.62
"","Columbia, SC","Hospitals",0,5953.9
"","Rapid City, SD","Hospitals",0,3448.56
"","Sioux Falls, SD","Hospitals",0,4216.62
"","Chattanooga, TN","Hospitals",22.6048146214376,11319.27
"","Knoxville, TN","Hospitals",0,8398.52
"","Memphis, TN","Hospitals",6.21451313345715,7538
"","Nashville, TN","Hospitals",2.02052330539667,7199.62
"","Arlington, TX","Hospitals",9.31434571917956,4647.24
"","Austin, TX","Hospitals",0,7647.31
"","Corpus Christi, TX","Hospitals",6.48780365577118,4789.14
"","Dallas, TX","Hospitals",12.3880001559824,6667.42
"","El Paso, TX","Hospitals",14.4225419205457,5122.19
"","Ft. Worth, TX","Hospitals",8.27191681344829,5177.76
"","Garland, TX","Hospitals",13.7122378707955,6409.53
"","Houston, TX","Hospitals",8.85143737740714,5898.59
"","Lubbock, TX","Hospitals",25.5155141623206,7027.45
"","San Antonio, TX","Hospitals",11.1177973109206,7062.64
"","Provo, UT","Hospitals",0,4775.53
"","Salt Lake City, UT","Hospitals",0,7204.92
"","Chesapeake, VA","Hospitals",3.65796970420661,4689.76
"","Norfolk, VA","Hospitals",5.243183892356,6366.17
"","Richmond, VA","Hospitals",0,6898.7
"","Virginia Beach, VA","Hospitals",3.61857231449412,4740.82
"","Burlington, VT","Hospitals",0,7522.58
"","Rutland, VT","Hospitals",0,5704.23
"","Seattle, WA","Hospitals",0.142235573998162,9533.48
"","Spokane, WA","Hospitals",0,5738.29
"","Tacoma, WA","Hospitals",0,9765.69
"","Madison, WI","Hospitals",0,4832.57
"","Milwaukee, WI","Hospitals",0,6555.55
"","Charleston, WV","Hospitals",0,5954.85
"","Huntington, WV","Hospitals",0,4049.23
"","Casper, WY","Hospitals",0.0245562861603758,6026.97
"","Cheyenne, WY","Hospitals",39.0383849604491,8714.09
"","Anchorage, AK","Health",1.15942076472294,6103.91
"","Fairbanks, AK","Health",0.83937672579094,5001.33
"","Birmingham, AL","Health",2.01570128360313,6683.53
"","Mobile, AL","Health",7.3464071824325,4683.65
"","Montgomery, AL","Health",1.25856235806646,5394.25
"","Ft. Smith, AR","Health",0.277933014517361,4688.18
"","Little Rock, AR","Health",3.8126594092063,5014.61
"","Mesa, AZ","Health",0.658630432103555,4381.82
"","Phoenix, AZ","Health",0.609667218028912,4733.73
"","Tucson, AZ","Health",1.7201797942025,4037.95
"","Anaheim, CA","Health",2.53546858805358,7400.21
"","Bakersfield, CA","Health",3.66052567403649,6314.94
"","Fremont, CA","Health",7.06497588032788,7471.08
"","Fresno, CA","Health",21.8070245665873,7269.63
"","Huntington Beach, CA","Health",3.98424141903137,5269.51
"","Long Beach, CA","Health",5.67896581695146,9445.91
"","Los Angeles, CA","Health",4.73041272980662,10031.26
"","Modesto, CA","Health",3.88727636476935,7317.72
"","Oakland, CA","Health",5.56658338160409,11566.7
"","Riverside, CA","Health",14.818779164353,8212.08
"","Sacramento, CA","Health",5.62808497324714,7862.71
"","San Diego, CA","Health",3.10967563193082,6857.95
"","San Francisco, CA","Health",12.3339389170055,17828.53
"","San Jose, CA","Health",8.15645714751194,7856.72
"","Santa Ana, CA","Health",3.23346499361374,6099.03
"","Stockton, CA","Health",4.01267675126254,5938.43
"","Aurora, CO","Health",0.739243233402112,5272.96
"","Colorado Springs, CO","Health",0.835764654590185,5137.81
"","Denver, CO","Health",1.60086500928195,9701.63
"","Bridgeport, CT","Health",0.283993747982318,6257.18
"","Hartford, CT","Health",1.37386289990681,8455.72
"","New Haven, CT","Health",0.341553888849285,7995.81
"","Washington, DC","Health",2.72005834813604,21251.75
"","Dover, DE","Health",0.671516311268388,5685.64
"","Wilmington, DE","Health",0.430039884394554,7757.42
